an,sem,nrcrt,nume_disciplina,nume_engl,sapt,formapred,numarore,categdisc,obligativ,orestudindiv,examin,credite,nume_nota,nume_catedra,numes_fac,nume_pachet,facultate,specializare,profil_facultate,nivel
1,1,1,Bazele cercetarii experimentale                                                                                         ,Basics of Experimental Research                                                                                                                       ,14,CURS      ,2,DA   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,1,Bazele cercetarii experimentale                                                                                         ,Basics of Experimental Research                                                                                                                       ,14,LABORATOR ,2,DA   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,2,Sisteme si echipamente avansate utilizate in constructia motoarelor pentru automobile                                   ,Advanced Sistems and Equipment Esed for Internal Combustion Engines of Automobiles                                                                    ,14,CURS      ,2,DS   ,DI,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,2,Sisteme si echipamente avansate utilizate in constructia motoarelor pentru automobile                                   ,Advanced Sistems and Equipment Esed for Internal Combustion Engines of Automobiles                                                                    ,14,PROIECT   ,1,DS   ,DI,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,2,Sisteme si echipamente avansate utilizate in constructia motoarelor pentru automobile                                   ,Advanced Sistems and Equipment Esed for Internal Combustion Engines of Automobiles                                                                    ,14,LABORATOR ,1,DS   ,DI,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,3,Ingineria si legislatia mediului                                                                                        ,Environment Engineering and Legislation                                                                                                               ,14,SEMINAR   ,2,DA   ,DI,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,3,Ingineria si legislatia mediului                                                                                        ,Environment Engineering and Legislation                                                                                                               ,14,CURS      ,1,DA   ,DI,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,4.1,Energii alternative cu poluare redusa pentru automobile                                                                 ,Alternative Energy Sources for Low Pollution Vehicles                                                                                                 ,14,CURS      ,2,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,4.1,Energii alternative cu poluare redusa pentru automobile                                                                 ,Alternative Energy Sources for Low Pollution Vehicles                                                                                                 ,14,LABORATOR ,1,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,4.2,Sisteme alternative de propulsie pentru automobile                                                                      ,Vehicle Alternative Propulsion Systems                                                                                                                ,14,LABORATOR ,1,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,4.2,Sisteme alternative de propulsie pentru automobile                                                                      ,Vehicle Alternative Propulsion Systems                                                                                                                ,14,CURS      ,2,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,5,Activitate de cercetare-proiectare 1                                                                                    ,Research Activity 1                                                                                                                                   ,14,PRACTICA  ,14,DA   ,DI,54,colocviu                      ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,301,Voluntariat 1                                                                                                           ,Volunteering 1                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,6,Tehnici avansate in diagnosticarea automobilelor                                                                        ,Advanced Technics of Vehicle Diagnosis                                                                                                                ,14,CURS      ,2,DS   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,6,Tehnici avansate in diagnosticarea automobilelor                                                                        ,Advanced Technics of Vehicle Diagnosis                                                                                                                ,14,LABORATOR ,2,DS   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,7,"Materiale biodegradabile, lubrifianti si combustibili ecologici pentru automobile                                       ","Vehicle Biodegradable Materials, Lubricants and Ecological Fuels                                                                                      ",14,LABORATOR ,1,DS   ,DI,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,7,"Materiale biodegradabile, lubrifianti si combustibili ecologici pentru automobile                                       ","Vehicle Biodegradable Materials, Lubricants and Ecological Fuels                                                                                      ",14,CURS      ,2,DS   ,DI,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,8,Sisteme si echipamente avansate utilizate in constructia automobilelor                                                  ,Advanced Systems and Equipment for Vehicle Structure                                                                                                  ,14,CURS      ,2,DS   ,DI,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,8,Sisteme si echipamente avansate utilizate in constructia automobilelor                                                  ,Advanced Systems and Equipment for Vehicle Structure                                                                                                  ,14,LABORATOR ,1,DS   ,DI,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,8,Sisteme si echipamente avansate utilizate in constructia automobilelor                                                  ,Advanced Systems and Equipment for Vehicle Structure                                                                                                  ,14,PROIECT   ,1,DS   ,DI,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,9.1,Elemente avansate de dinamica automobilelor                                                                             ,Elements of Vehicle Dynamics                                                                                                                          ,14,PROIECT   ,1,DA   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,9.1,Elemente avansate de dinamica automobilelor                                                                             ,Elements of Vehicle Dynamics                                                                                                                          ,14,CURS      ,2,DA   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,9.2,Siguranta activa si pasiva la automobile                                                                                ,Active and Passive Vehicle Safety                                                                                                                     ,14,PROIECT   ,1,DA   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,9.2,Siguranta activa si pasiva la automobile                                                                                ,Active and Passive Vehicle Safety                                                                                                                     ,14,CURS      ,2,DA   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,10,Activitate de cercetare-proiectare 2                                                                                    ,Research Activity 2                                                                                                                                   ,14,PRACTICA  ,14,DA   ,DI,54,colocviu                      ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,2,302,Voluntariat 2                                                                                                           ,Volunteering 2                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,11,"Tehnici avansate de modelare si simulare, CAD/CAM                                                                       ","Advanced Techniques of Modeling and Simulation, CAD/CAM                                                                                               ",14,PROIECT   ,1,DS   ,DI,72,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,11,"Tehnici avansate de modelare si simulare, CAD/CAM                                                                       ","Advanced Techniques of Modeling and Simulation, CAD/CAM                                                                                               ",14,CURS      ,1,DS   ,DI,72,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,12,Gestionarea si reciclarea automobilelor scoase din uz                                                                   ,Managing and Reciclying of Wreck Vehicles                                                                                                             ,14,CURS      ,2,DA   ,DI,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,12,Gestionarea si reciclarea automobilelor scoase din uz                                                                   ,Managing and Reciclying of Wreck Vehicles                                                                                                             ,14,LABORATOR ,1,DA   ,DI,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,13,Tehnici avansate de evaluare si reducere a poluarii la automobile                                                       ,Advanced Technics for Vehicle Evaluation and Polution Mitigation                                                                                      ,14,PROIECT   ,1,DS   ,DI,44,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,13,Tehnici avansate de evaluare si reducere a poluarii la automobile                                                       ,Advanced Technics for Vehicle Evaluation and Polution Mitigation                                                                                      ,14,CURS      ,2,DS   ,DI,44,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,13,Tehnici avansate de evaluare si reducere a poluarii la automobile                                                       ,Advanced Technics for Vehicle Evaluation and Polution Mitigation                                                                                      ,14,LABORATOR ,1,DS   ,DI,44,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,14,"Asigurari, leasing, taxe si impozite (de mediu, de drum)                                                                ","Insurance, Leasing, Fees and Road Taxes, Environmental Taxe                                                                                           ",14,CURS      ,1,DS   ,DI,72,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,14,"Asigurari, leasing, taxe si impozite (de mediu, de drum)                                                                ","Insurance, Leasing, Fees and Road Taxes, Environmental Taxe                                                                                           ",14,SEMINAR   ,1,DS   ,DI,72,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,15.1,Tehnologii avansate si concepte ecologice in exploatarea automobilelor                                                  ,Advanced Technologies and Ecological Concepts of Vehicle Exploitation                                                                                 ,14,LABORATOR ,2,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,15.1,Tehnologii avansate si concepte ecologice in exploatarea automobilelor                                                  ,Advanced Technologies and Ecological Concepts of Vehicle Exploitation                                                                                 ,14,CURS      ,1,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,15.2,Sisteme avansate de navigare: GPS si GIS pentru automobile                                                              ,Advanced Navigation Systems: Vehicle GPS and GIS                                                                                                      ,14,CURS      ,1,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,15.2,Sisteme avansate de navigare: GPS si GIS pentru automobile                                                              ,Advanced Navigation Systems: Vehicle GPS and GIS                                                                                                      ,14,LABORATOR ,2,DS   ,DO,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,16,Etica si integritate academica                                                                                          ,Academic Ethics and Integrity                                                                                                                         ,14,CURS      ,1,DC   ,DI,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,17,Activitate de cercetare-proiectare 3                                                                                    ,Research Activity 3                                                                                                                                   ,14,PRACTICA  ,14,DA   ,DI,4,colocviu                      ,8,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,1,303,Voluntariat 3                                                                                                           ,Volunteering 3                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,2,18,Practica de cercetare                                                                                                   ,Research Practice                                                                                                                                     ,14,PRACTICA  ,14,DA   ,DI,54,colocviu                      ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,2,19,Elaborare lucrare de disertatie                                                                                         ,Dissertation Project Work                                                                                                                             ,14,PROIECT   ,7,DA   ,DI,152,verificare                    ,10,A/R       ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,2,20,Practica pentru elaborarea lucrarii de disertatie                                                                       ,Practice for the dissertation work                                                                                                                    ,14,PRAC.PROI.,7,DA   ,DI,152,colocviu                      ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,2,21,Sustinere lucrare de disertatie                                                                                         ,Presentation of Dissertation                                                                                                                          ,0,(NEPRECIZ),0,     ,DI,0,examen                        ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
2,2,304,Voluntariat 4                                                                                                           ,Volunteering 4                                                                                                                                        ,14,SEMINAR   ,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Automobilul si mediul - (masA1)                                                                     ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master
1,1,1,Analiza matematica                                                                                                      ,Mathematical Analysis                                                                                                                                 ,14,CURS      ,2,DF   ,DI,69,examen                        ,5,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,1,Analiza matematica                                                                                                      ,Mathematical Analysis                                                                                                                                 ,14,SEMINAR   ,2,DF   ,DI,69,examen                        ,5,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,2,Chimie                                                                                                                  ,Chemistry                                                                                                                                             ,14,CURS      ,2,DF   ,DI,33,examen                        ,3,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,2,Chimie                                                                                                                  ,Chemistry                                                                                                                                             ,14,LABORATOR ,1,DF   ,DI,33,examen                        ,3,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,3,Stiinta si ingineria materialelor                                                                                       ,Materials Science and Engineering                                                                                                                     ,14,LABORATOR ,1,DID  ,DI,33,colocviu                      ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,3,Stiinta si ingineria materialelor                                                                                       ,Materials Science and Engineering                                                                                                                     ,14,CURS      ,2,DID  ,DI,33,colocviu                      ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,4,Geometrie descriptiva                                                                                                   ,Descriptive Geometry                                                                                                                                  ,14,LABORATOR ,2,DF   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,4,Geometrie descriptiva                                                                                                   ,Descriptive Geometry                                                                                                                                  ,14,CURS      ,2,DF   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,5,"Algebra liniara, geometrie analitica si diferentiala                                                                    ","Linear Algebra, Analytical and Differential Geometry                                                                                                  ",14,SEMINAR   ,1,DF   ,DI,58,examen                        ,4,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,5,"Algebra liniara, geometrie analitica si diferentiala                                                                    ","Linear Algebra, Analytical and Differential Geometry                                                                                                  ",14,CURS      ,2,DF   ,DI,58,examen                        ,4,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,6,Programarea calculatoarelor si limbaje de programare I                                                                  ,Computer Programming and Programming Languages I                                                                                                      ,14,LABORATOR ,2,DF   ,DI,33,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,6,Programarea calculatoarelor si limbaje de programare I                                                                  ,Computer Programming and Programming Languages I                                                                                                      ,14,CURS      ,1,DF   ,DI,33,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,7,Disciplina socio-umana I                                                                                                ,Social and Humanistic Subject I                                                                                                                       ,14,CURS      ,1,DC   ,DI,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
1,1,7,Disciplina socio-umana I                                                                                                ,Social and Humanistic Subject I                                                                                                                       ,14,SEMINAR   ,1,DC   ,DI,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Autovehicule Rutiere-lic.                                                                           ,Ingineria Autovehiculelor - (lic+mas)                                                               ,licenta
